0,0.384,6.96
0.0000002,0.384,6.88
0.0000004,0.384,6.88
0.0000006,0.384,6.88
0.0000008,0.384,6.96
0.000001,0.392,6.88
0.0000012,0.392,6.88
0.0000014,0.392,6.88
0.0000016,0.392,6.96
0.0000018,0.392,6.88
0.000002,0.392,6.96
0.0000022,0.392,6.88
0.0000024,0.4,6.96
0.0000026,0.4,6.88
0.0000028,0.4,6.96
0.000003,0.4,6.88
0.0000032,0.4,6.96
0.0000034,0.4,6.88
0.0000036,0.4,6.96
0.0000038,0.4,6.88
0.000004,0.4,6.96
0.0000042,0.4,6.8
0.0000044,0.408,6.96
0.0000046,0.408,6.88
0.0000048,0.408,6.88
0.000005,0.408,6.88
0.0000052,0.416,6.96
0.0000054,0.408,6.88
0.0000056,0.416,6.96
0.0000058,0.408,6.8
0.000006,0.416,6.88
0.0000062,0.408,6.88
0.0000064,0.416,6.88
0.0000066,0.408,6.88
0.0000068,0.416,6.88
0.000007,0.416,6.88
0.0000072,0.416,6.88
0.0000074,0.416,6.88
0.0000076,0.424,6.96
0.0000078,0.424,6.88
0.000008,0.424,6.88
0.0000082,0.416,6.88
0.0000084,0.424,6.96
0.0000086,0.424,6.88
0.0000088,0.432,6.96
0.000009,0.424,6.88
0.0000092,0.432,6.96
0.0000094,0.424,6.88
0.0000096,0.432,6.96
0.0000098,0.432,6.88
0.00001,0.432,6.96
0.0000102,0.424,6.88
0.0000104,0.432,6.96
0.0000106,0.432,6.8
0.0000108,0.432,6.88
0.000011,0.432,6.88
0.0000112,0.432,6.88
0.0000114,0.44,6.88
0.0000116,0.44,6.88
0.0000118,0.44,6.88
0.000012,0.432,6.96
0.0000122,0.44,6.88
0.0000124,0.448,6.96
0.0000126,0.44,6.88
0.0000128,0.448,6.88
0.000013,0.448,6.88
0.0000132,0.448,6.88
0.0000134,0.448,6.88
0.0000136,0.456,6.88
0.0000138,0.448,6.88
0.000014,0.448,6.96
0.0000142,0.456,6.96
0.0000144,0.456,6.96
0.0000146,0.456,6.8
0.0000148,0.456,6.88
0.000015,0.448,6.88
0.0000152,0.456,6.96
0.0000154,0.456,6.88
0.0000156,0.464,6.88
0.0000158,0.456,6.88
0.000016,0.464,6.88
0.0000162,0.456,6.96
0.0000164,0.464,6.96
0.0000166,0.464,6.96
0.0000168,0.464,6.88
0.000017,0.464,6.88
0.0000172,0.464,6.88
0.0000174,0.464,6.88
0.0000176,0.472,6.88
0.0000178,0.464,6.88
0.000018,0.464,6.88
0.0000182,0.472,6.88
0.0000184,0.472,6.96
0.0000186,0.472,6.88
0.0000188,0.472,6.88
0.000019,0.48,6.88
0.0000192,0.48,6.96
0.0000194,0.472,6.8
0.0000196,0.48,6.96
0.0000198,0.472,6.88
0.00002,0.472,6.88
0.0000202,0.48,6.88
0.0000204,0.48,6.96
0.0000206,0.48,6.88
0.0000208,0.48,6.88
0.000021,0.48,6.88
0.0000212,0.488,6.88
0.0000214,0.48,6.88
0.0000216,0.496,6.88
0.0000218,0.48,6.88
0.000022,0.496,6.96
0.0000222,0.48,6.88
0.0000224,0.496,6.96
0.0000226,0.496,6.88
0.0000228,0.496,6.96
0.000023,0.496,6.88
0.0000232,0.496,6.96
0.0000234,0.496,6.88
0.0000236,0.496,6.96
0.0000238,0.488,6.96
0.000024,0.496,6.96
0.0000242,0.496,-4.64
0.0000244,0.504,-6.72
0.0000246,0.496,-6.88
0.0000248,0.496,-6.8
0.000025,0.488,-6.8
0.0000252,0.496,-6.8
0.0000254,0.496,-6.8
0.0000256,0.496,-6.8
0.0000258,0.488,-6.8
0.000026,0.496,-6.8
0.0000262,0.48,-6.8
0.0000264,0.496,-6.8
0.0000266,0.488,-6.88
0.0000268,0.48,-6.72
0.000027,0.48,-6.72
0.0000272,0.48,-6.72
0.0000274,0.48,-6.72
0.0000276,0.48,-6.8
0.0000278,0.48,-6.72
0.000028,0.48,-6.72
