#Verschiebungen der einzelnen Messreihen.
-1.00	-1.00	-1.00	-0.9375	-0.8125	-0.625	-0.5625
-0.75	-0.75	-0.75	-0.75	  -0.75	  -0.5625	-0.50
-0.50	-0.50	-0.50	-0.50	  -0.50	  -0.50	  -0.375
-0.25	-0.25	-0.25	-0.25	  -0.25	  -0.25	  -0.25
 0.00	 0.00	 0.00	 0.00	   0.00	   0.00	   0.00
 0.25	 0.25	 0.25	 0.25	   0.25	   0.25	   0.25
 0.50	 0.50	 0.50	 0.50	   0.50	   0.50	   0.50
 0.75	 0.75	 0.75	 0.75	   0.75	   0.75	   0.75
 1.00	 1.00	 1.00	 1.00	   1.00	   1.00	   1.00
